Familia Carrera,Carrera,Institución,Ubicación,Tipo Institución,Tipo Gestión,Duración,Costo (S/.),Ingresantes/Postulantes (%),Ingreso Promedio Nacional (S/.),Crédito universitario,Becas educativas,Ingresantes,Postulantes,Matriculados
Ciencias de la Computación,Computación e Informática,Francisco Antonio De Zela,Tacna,INSTITUTO,PRIVADA,3,1710,ND,ND,No,Si,ND,ND,12
Ciencias de la Computación,Computación e Informática,Tayabamba,La Libertad,INSTITUTO,PUBLICA,3,300,100,ND,Si,Si,40,40,40
Ciencias de la Computación,Computación e Informática,San Martín De Pangoa,Junin,INSTITUTO,PUBLICA,3,80,80,ND,No,Si,40,50,116
Ciencias de la Computación,Computación e Informática,Luis Lumiere,Ancash,INSTITUTO,PRIVADA,3,1340,ND,ND,No,Si,ND,ND,ND
Ciencias de la Computación,Computación e Informática,Francisco De Paula Gonzales Vigil,Tacna,INSTITUTO,PUBLICA,3,215,35,ND,No,No,46,132,250
Ciencias de la Computación,Computación e Informática,Desaguadero,Puno,INSTITUTO,PUBLICA,3,140,68,ND,No,Si,40,59,160
Ciencias de la Computación,Computación e Informática,Majes,Arequipa,INSTITUTO,PRIVADA,5,ND,ND,ND,No,No,ND,2,ND
Ciencias de la Computación,Computación e Informática,Interamericano,La Libertad,INSTITUTO,PRIVADA,3,150,ND,ND,Si,Si,ND,ND,ND
Ciencias de la Computación,Computación e Informática,Paucar Del Sarasara,Ayacucho,INSTITUTO,PUBLICA,3,80 - 90,73,ND,Si,No,22,30,81
Ciencias de la Computación,Computación e Informática,Isa Chiclayo,Lambayeque,INSTITUTO,PRIVADA,3,150 - 325,ND,ND,Si,Si,ND,ND,ND
Ciencias de la Computación,Computación e Informática,María Parado De Bellido,Ayacucho,INSTITUTO,PRIVADA,3,"1,080 - 1,450",ND,ND,No,Si,ND,ND,ND
Ciencias de la Computación,Computación e Informática,La Católica,Lambayeque,INSTITUTO,PRIVADA,3,"1,800 - 3,290",60,ND,Si,Si,12,20,41
Ciencias de la Computación,Computación e Informática,Arturo Sabroso Montoya,Lima,INSTITUTO,PUBLICA,3,150,100,ND,No,Si,76,76,276
Ciencias de la Computación,Computación e Informática,Acomayo,Cusco,INSTITUTO,PUBLICA,3,160,100,ND,No,Si,23,23,47
Ciencias de la Computación,Computación e Informática,Unitek-Ica,Ica,INSTITUTO,PRIVADA,3,1800,100,1476,No,Si,22,22,138
Ciencias de la Computación,Computación e Informática,Divino Niño,Lima,INSTITUTO,PRIVADA,5,ND,100,ND,No,No,2,2,ND
Ciencias de la Computación,Computación e Informática,Víctor Álvarez Huapaya,Ayacucho,INSTITUTO,PUBLICA,3,100,19,ND,No,Si,34,177,145
Ciencias de la Computación,Computación e Informática,Ayaviri,Puno,INSTITUTO,PUBLICA,3,120,50,ND,No,Si,40,80,118
Ciencias de la Computación,Computación e Informática,Manuel Seoane Corrales,Lima,INSTITUTO,PUBLICA,3,360 - 360,ND,ND,No,Si,ND,ND,ND
Ciencias de la Computación,Computación e Informática,Americana Del Cusco,Cusco,INSTITUTO,PRIVADA,3,"1,540 - 2,020",89,ND,No,Si,56,63,56
Ciencias de la Computación,Computación e Informática,Víctor Raúl Haya De La Torre-Barranca,Lima,INSTITUTO,PUBLICA,3,400,97,ND,No,Si,115,119,ND
Ciencias de la Computación,Computación e Informática,Cimac Del Sur,Arequipa,INSTITUTO,PRIVADA,3,"920 - 1,280",31,ND,No,Si,12,39,46
Ciencias de la Computación,Computación e Informática,Andrés Avelino Cáceres Dorregaray,Pasco,INSTITUTO,PRIVADA,3,1640,100,ND,No,Si,16,16,41
Ciencias de la Computación,Computación e Informática,Vilcanota,Cusco,INSTITUTO,PUBLICA,3,190,27,ND,No,No,40,148,185
Ciencias de la Computación,Computación e Informática,Nueva América,Junin,INSTITUTO,PRIVADA,3,850,72,ND,No,No,13,18,27
Ciencias de la Computación,Computación e Informática,Alto Huallaga,San Martin,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,40,40,157
Ciencias de la Computación,Computación e Informática,María Madre,Callao,INSTITUTO,PUBLICA,5,ND,93,ND,No,No,25,27,ND
Ciencias de la Computación,Computación e Informática,Antonio Raimondi,Ucayali,INSTITUTO,PRIVADA,3,200 - 320,ND,ND,Si,Si,ND,ND,60
Ciencias de la Computación,Computación e Informática,Juan Velasco Alvarado,Lima,INSTITUTO,PUBLICA,3,360,94,ND,No,Si,66,70,71
Ciencias de la Computación,Computación e Informática,Pablo Casals,La Libertad,INSTITUTO,PRIVADA,3,1100,83,ND,Si,Si,24,29,104
Ciencias de la Computación,Computación e Informática,San Marcos,La Libertad,INSTITUTO,PRIVADA,3,480 - 600,94,ND,No,Si,17,18,17
Ciencias de la Computación,Computación e Informática,Del Santa,Ancash,INSTITUTO,PRIVADA,3,1500,100,ND,No,Si,15,15,69
Ciencias de la Computación,Computación e Informática,Continental,Junin,INSTITUTO,PRIVADA,3,2600,82,ND,No,Si,428,525,878
Ciencias de la Computación,Computación e Informática,San Pedro,Ancash,INSTITUTO,PRIVADA,3,1320,76,ND,No,Si,13,17,13
Ciencias de la Computación,Computación e Informática,Fibonacci,Huanuco,INSTITUTO,PRIVADA,3,360,83,ND,No,Si,50,60,119
Ciencias de la Computación,Computación e Informática,Omate,Moquegua,INSTITUTO,PUBLICA,3,200,69,ND,Si,Si,18,26,66
Ciencias de la Computación,Computación e Informática,Wernher Von Braun,Lima,INSTITUTO,PRIVADA,3,350 - 600,82,ND,No,Si,31,38,31
Ciencias de la Computación,Computación e Informática,Sullana,Piura,INSTITUTO,PUBLICA,3,220,93,ND,No,Si,39,42,87
Ciencias de la Computación,Computación e Informática,Carlos Medrano Vásquez,Ica,INSTITUTO,PUBLICA,3,220,77,ND,No,Si,30,39,148
Ciencias de la Computación,Computación e Informática,Hno. Victorino Elorz Goicoechea,Piura,INSTITUTO,PUBLICA,5,ND,84,ND,No,No,16,19,ND
Ciencias de la Computación,Computación e Informática,Lincoln,Lima,INSTITUTO,PRIVADA,3,250,33,ND,No,No,10,30,10
Ciencias de la Computación,Computación e Informática,Chupa,Puno,INSTITUTO,PUBLICA,3,70,100,ND,No,No,33,33,33
Ciencias de la Computación,Computación e Informática,San Marcos,Ancash,INSTITUTO,PUBLICA,3,110,ND,ND,No,No,ND,ND,117
Ciencias de la Computación,Computación e Informática,De Yunguyo,Puno,INSTITUTO,PUBLICA,3,ND,89,ND,No,No,40,45,187
Ciencias de la Computación,Computación e Informática,Frederick Winslow Taylor,Lima,INSTITUTO,PRIVADA,3,1090,88,ND,No,Si,88,100,88
Ciencias de la Computación,Computación e Informática,Castrovirreyna,Huancavelica,INSTITUTO,PUBLICA,3,60,98,ND,No,Si,49,50,210
Ciencias de la Computación,Computación e Informática,San Miguel,Cajamarca,INSTITUTO,PUBLICA,3,203,96,ND,No,No,23,24,97
Ciencias de la Computación,Computación e Informática,Madre Del Amor Hermoso,Lima,INSTITUTO,PRIVADA,3,ND,46,ND,No,No,23,50,121
Ciencias de la Computación,Computación e Informática,Gabriela Porto De Power,Loreto,INSTITUTO,PRIVADA,3,1670,53,ND,No,Si,16,30,38
Ciencias de la Computación,Computación e Informática,Edutec-Instituto De Formación Empresarial,San Martin,INSTITUTO,PRIVADA,3,ND,ND,ND,No,No,ND,ND,ND
Ciencias de la Computación,Computación e Informática,Huancané,Puno,INSTITUTO,PUBLICA,3,130,ND,ND,No,No,ND,ND,201
Ciencias de la Computación,Computación e Informática,Santa Lucia,Puno,INSTITUTO,PUBLICA,3,100,100,ND,No,Si,37,37,136
Ciencias de la Computación,Computación e Informática,Contralmirante Manuel Villar Olivera,Tumbes,INSTITUTO,PUBLICA,3,200,100,ND,No,Si,39,39,138
Ciencias de la Computación,Computación e Informática,Trujillo,La Libertad,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,79,79,234
Ciencias de la Computación,Computación e Informática,Santiago Antúnez De Mayolo,Junin,INSTITUTO,PUBLICA,3,240,ND,ND,No,No,ND,ND,ND
Ciencias de la Computación,Computación e Informática,Esade Computer Center Miguel Grau,Arequipa,INSTITUTO,PRIVADA,3,2100,50,ND,No,Si,20,40,70
Ciencias de la Computación,Computación e Informática,Cabana,Ancash,INSTITUTO,PUBLICA,3,92 - 104,100,ND,Si,No,35,35,98
Ciencias de la Computación,Computación e Informática,Gilda Liliana Ballivian Rosado,Lima,INSTITUTO,PUBLICA,3,760,75,ND,No,No,80,107,397
Ciencias de la Computación,Computación e Informática,Isaac Newton,Puno,INSTITUTO,PRIVADA,5,ND,74,ND,No,No,29,39,ND
Ciencias de la Computación,Computación e Informática,Daniel Alcides Carrión,Pasco,INSTITUTO,PUBLICA,3,120,92,ND,No,Si,24,26,102
Ciencias de la Computación,Computación e Informática,Sausa,Junin,INSTITUTO,PUBLICA,3,ND,95,ND,No,No,40,42,40
Ciencias de la Computación,Computación e Informática,Cañete,Lima,INSTITUTO,PUBLICA,3,160,100,ND,No,No,40,40,220
Ciencias de la Computación,Computación e Informática,Istepsa,Apurimac,INSTITUTO,PRIVADA,3,"590 - 1,100",27,ND,Si,Si,20,74,71
Ciencias de la Computación,Computación e Informática,San Agustín,Cajamarca,INSTITUTO,PUBLICA,3,ND,ND,ND,No,No,ND,ND,ND
Ciencias de la Computación,Computación y Administración de Sistemas,Cevatur- Arequipa,Arequipa,INSTITUTO,PRIVADA,2,ND,7,ND,No,No,23,345,123
Ciencias de la Comunicación,Comunicación Audiovisual,Instituto Peruano De Publicidad,Lima,INSTITUTO,PRIVADA,3,13000,67,ND,No,Si,67,100,58
Ciencias de la Comunicación,Comunicación Audiovisual,Sistemas Perú,Lima,INSTITUTO,PRIVADA,3,3300,80,ND,No,Si,16,20,16
Ciencias de la Comunicación,Comunicación Audiovisual,Diseño Y Comunicación,Lima,INSTITUTO,PUBLICA,3,420,46,ND,No,No,39,84,39
Ciencias de la Comunicación,Comunicación Audiovisual,Toulouse Lautrec,Lima,INSTITUTO,PRIVADA,3,"7,560 - 13,740",91,ND,Si,Si,100,110,98
Ciencias de la Comunicación,Comunicación Audiovisual,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",34,3477,Si,Si,154,455,1304
Ciencias de la Comunicación,Comunicación Audiovisual,Charles Chaplin,Lima,INSTITUTO,PRIVADA,3,ND,86,ND,No,No,103,120,73
Ciencias de la Comunicación,Comunicación Audiovisual Multimedia,Toulouse Lautrec,Lima,INSTITUTO,PRIVADA,4,"7,560 - 12,540",95,ND,Si,Si,380,400,359
Ciencias de la Comunicación,Comunicación Audiovisual y Medios Interactivos,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"11,450 - 29,720",69,3605,No,Si,93,135,521
Ciencias de la Comunicación,Comunicación e Idioma Inglés,Instituto Pedagógico Publico De Picota,San Martin,INSTITUTO,PUBLICA,5,ND,ND,ND,No,No,ND,ND,ND
Ciencias de la Comunicación,Comunicación e Idioma Inglés,Universidad Peruana Unión,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Ciencias de la Comunicación,Comunicación e Idioma Inglés,Universidad Nacional Santiago Antúnez De Mayolo,Ancash,UNIVERSIDAD,PUBLICA,5,60,ND,ND,No,No,ND,ND,ND
Ciencias de la Comunicación,Comunicación e Imagen Empresarial,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"11,450 - 29,720",73,3605,No,Si,63,86,254
Ciencias de la Comunicación,Comunicación Integral,San Ignacio De Loyola,Lima,INSTITUTO,PRIVADA,3,"7,540 - 8,540",ND,2338,No,Si,ND,ND,ND
Lingüística y Literatura,Comunicación Lingüística y Literatura,Universidad Nacional Santiago Antúnez De Mayolo,Ancash,UNIVERSIDAD,PUBLICA,5,60,ND,ND,No,No,ND,ND,ND
Ciencias de la Comunicación,Comunicación Para el Desarrollo,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",41,3477,Si,Si,34,82,655
Ciencias de la Comunicación,Comunicación y Marketing,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"11,450 - 29,720",74,3605,No,Si,89,121,465
Ciencias de la Comunicación,Comunicación y Periodismo,Universidad Privada Del Norte,La Libertad,UNIVERSIDAD,PRIVADA,5,"3,000 - 5,500",100,2586,No,No,34,34,131
Ciencias de la Comunicación,Comunicación y Periodismo,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"11,450 - 29,720",38,3605,No,Si,68,177,246
Ciencias de la Comunicación,Comunicación y Publicidad,Universidad Científica Del Sur,Lima,UNIVERSIDAD,PRIVADA,5,"12,500 - 25,500",32,ND,No,Si,32,99,183
Ciencias de la Comunicación,Comunicación y Publicidad,Universidad Tecnológica Del Perú,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,2447,No,No,ND,ND,ND
Ciencias de la Comunicación,Comunicación y Publicidad,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"11,450 - 29,720",71,3605,No,Si,119,167,692
Ciencias de la Comunicación,Comunicación y Publicidad,Universidad Privada Del Norte,La Libertad,UNIVERSIDAD,PRIVADA,5,"3,000 - 5,500",100,2586,Si,Si,77,77,290
Ciencias de la Comunicación,Comunicaciones,Universidad San Ignacio De Loyola,Lima,UNIVERSIDAD,PRIVADA,5,"15,130 - 26,530",30,3436,No,Si,241,814,873
Ciencias de la Comunicación,Comunicaciones,Universidad De Piura,Piura,UNIVERSIDAD,PRIVADA,5,"9,080 - 29,130",76,3322,No,Si,112,148,521
Ciencias de la Comunicación,Comunicaciones,Universidad De Ciencias Y Artes De América Latina,Lima,UNIVERSIDAD,PRIVADA,5,"10,620 - 29,620",88,ND,Si,Si,153,174,681
"Ingeniería Minera, Metalurgia y Petróleo",Concentración de Minerales,Oyon,Lima,INSTITUTO,PUBLICA,3,100,100,ND,No,Si,22,22,94
Mantenimiento Y Restauración De Obras Públicas,Conservación de Bienes Arqueológicos,Don Bosco,Ancash,INSTITUTO,PRIVADA,3,ND,ND,ND,No,Si,ND,ND,ND
Agropecuaria,Conservación de Suelos y Agua,Universidad Nacional Agraria De La Selva,Huanuco,UNIVERSIDAD,PUBLICA,5,120,37,2663,No,Si,62,169,297
Mantenimiento Y Restauración De Obras Públicas,Conservación y Restauración,Bellas Artes Diego Quispe Ttito - Calca,Cusco,INSTITUTO,PUBLICA,5,55 - 75,70,ND,No,No,21,30,21
Mantenimiento Y Restauración De Obras Públicas,Conservación y Restauración,Yachay Wasi,Lima,INSTITUTO,PRIVADA,3,"2,270 - 4,140",ND,ND,No,Si,ND,ND,ND
Artes,Conservación y Restauración,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,36,ND,No,No,21,58,73
Mantenimiento Y Restauración De Obras Públicas,Conservación y Restauración,Carlos Baca Flor,Arequipa,INSTITUTO,PUBLICA,5,300,ND,ND,No,Si,ND,ND,ND
Mantenimiento Y Restauración De Obras Públicas,Conservación y Restauración,Don Bosco,Ancash,INSTITUTO,PRIVADA,3,ND,ND,ND,No,Si,ND,ND,ND
Ingeniería Civil,Construcción Civil,De La Construcción - Capeco,Lima,INSTITUTO,PRIVADA,3,3580,98,2724,No,Si,805,820,1843
Ingeniería Civil,Construcción Civil,San Pedro,Junin,INSTITUTO,PRIVADA,3,"1,520 - 2,260",ND,ND,Si,Si,ND,ND,ND
Ingeniería Civil,Construcción Civil,Kimbiri,Cusco,INSTITUTO,PUBLICA,3,200,45,ND,No,No,36,80,185
Ingeniería Civil,Construcción Civil,José Carlos Mariátegui,Moquegua,INSTITUTO,PUBLICA,3,235,58,ND,No,Si,40,69,216
Ingeniería Civil,Construcción Civil,Ayabaca,Piura,INSTITUTO,PUBLICA,3,190,ND,ND,No,Si,ND,ND,ND
Ingeniería Civil,Construcción Civil,Isabel La Católica,Huanuco,INSTITUTO,PRIVADA,3,1670,94,ND,Si,Si,63,67,169
Ingeniería Civil,Construcción Civil,Rodrigo Salazar Palacios,Pasco,INSTITUTO,PUBLICA,3,ND,91,ND,No,No,20,22,69
Ingeniería Civil,Construcción Civil,Hermenegildo Miranda Segovia,Apurimac,INSTITUTO,PUBLICA,3,100,79,ND,No,No,22,28,28
Ingeniería Civil,Construcción Civil,Pomacanchi,Cusco,INSTITUTO,PUBLICA,3,200,ND,ND,No,No,ND,ND,ND
Ingeniería Civil,Construcción Civil,Abancay,Apurimac,INSTITUTO,PUBLICA,3,600,29,ND,Si,Si,40,136,233
Ingeniería Civil,Construcción Civil,Aurahua,Huancavelica,INSTITUTO,PUBLICA,3,60,ND,ND,No,No,ND,ND,40
Ingeniería Civil,Construcción Civil,4 De Junio De 1821,Cajamarca,INSTITUTO,PUBLICA,3,240,49,ND,No,No,43,88,221
Ingeniería Civil,Construcción Civil,De Progreso,Apurimac,INSTITUTO,PUBLICA,3,200,100,ND,No,No,40,40,74
Ingeniería Civil,Construcción Civil,Huaccana,Apurimac,INSTITUTO,PUBLICA,3,80,ND,ND,No,No,ND,ND,57
Ingeniería Civil,Construcción Civil,Todas Las Artes,Apurimac,INSTITUTO,PUBLICA,3,80,46,ND,Si,Si,40,87,211
Ingeniería Civil,Construcción Civil,Humberto Yauri Martínez,Junin,INSTITUTO,PUBLICA,3,140,100,ND,No,No,16,16,51
Ingeniería Civil,Construcción Civil,José Pardo,Lima,INSTITUTO,PUBLICA,3,300,ND,ND,No,Si,ND,ND,ND
Ingeniería Civil,Construcción Civil,Luis E Valcárcel,Moquegua,INSTITUTO,PUBLICA,3,280,70,ND,No,Si,45,64,185
Ingeniería Civil,Construcción Civil,Huancavelica,Huancavelica,INSTITUTO,PUBLICA,3,80,44,ND,No,No,101,231,447
Ingeniería Civil,Construcción Civil,José Antonio Encinas,Puno,INSTITUTO,PUBLICA,3,140,50,ND,No,No,40,80,219
Ingeniería Civil,Construcción Civil,Atalaya,Ucayali,INSTITUTO,PUBLICA,3,300,ND,ND,No,No,ND,ND,ND
Ingeniería Civil,Construcción Civil,Velille,Cusco,INSTITUTO,PUBLICA,3,200,91,ND,No,No,40,44,126
Ingeniería Civil,Construcción Civil,La Salle,Cusco,INSTITUTO,PUBLICA,3,370,80,ND,No,Si,40,50,62
Ingeniería Civil,Construcción Civil,Alianza Renovada Ichuña Bélgica,Moquegua,INSTITUTO,PUBLICA,3,100,88,ND,No,No,30,34,60
Ingeniería Civil,Construcción Civil,Enrique López Albujar,Lambayeque,INSTITUTO,PUBLICA,3,180,91,ND,No,No,30,33,30
Ingeniería Civil,Construcción Civil,Nueva Esperanza,La Libertad,INSTITUTO,PUBLICA,3,10 - 240,ND,ND,No,Si,ND,ND,ND
Ingeniería Civil,Construcción Civil,Carlos Laborde,Ucayali,INSTITUTO,PUBLICA,3,100,ND,ND,No,No,ND,ND,ND
Ingeniería Civil,Construcción Civil,De Los Andes,Moquegua,INSTITUTO,PUBLICA,3,100,ND,ND,No,No,ND,ND,ND
Ingeniería Civil,Construcción Civil,Tayabamba,La Libertad,INSTITUTO,PUBLICA,3,300,100,ND,Si,Si,40,40,40
Ingeniería Civil,Construcción Civil,Francisco De Paula Gonzales Vigil,Tacna,INSTITUTO,PUBLICA,3,215,21,ND,No,No,20,95,153
Ingeniería Civil,Construcción Civil,Sangarara,Cusco,INSTITUTO,PUBLICA,3,160,ND,ND,No,No,ND,ND,ND
Ingeniería Civil,Construcción Civil,Víctor Álvarez Huapaya,Ayacucho,INSTITUTO,PUBLICA,3,140,10,ND,No,Si,34,356,176
Ingeniería Civil,Construcción Civil,Americana Del Cusco,Cusco,INSTITUTO,PRIVADA,3,280 - 350,87,ND,No,Si,54,62,189
Ingeniería Civil,Construcción Civil,Vilcanota,Cusco,INSTITUTO,PUBLICA,3,190,15,ND,No,No,40,263,330
Ingeniería Civil,Construcción Civil,Bellavista,San Martin,INSTITUTO,PUBLICA,3,240,83,ND,No,No,40,48,196
Ingeniería Civil,Construcción Civil,San Gabriel,Cajamarca,INSTITUTO,PRIVADA,3,2800,ND,ND,No,No,ND,ND,ND
Ingeniería Civil,Construcción Civil,Omate,Moquegua,INSTITUTO,PUBLICA,3,200,ND,ND,Si,Si,ND,ND,ND
Ingeniería Civil,Construcción Civil,Chojata,Moquegua,INSTITUTO,PUBLICA,3,220,81,ND,No,No,22,27,55
Ingeniería Civil,Construcción Civil,Sullana,Piura,INSTITUTO,PUBLICA,3,220,94,ND,No,Si,33,35,63
Ingeniería Civil,Construcción Civil,Pedro A. Del Águila Hidalgo,Loreto,INSTITUTO,PUBLICA,3,300 - 340,57,ND,No,Si,31,54,355
Ingeniería Civil,Construcción Civil,Gilda Liliana Ballivian Rosado,Lima,INSTITUTO,PUBLICA,3,760,55,ND,No,No,40,73,168
Ingeniería Civil,Construcción Civil,Daniel Alcides Carrión,Pasco,INSTITUTO,PUBLICA,3,120,84,ND,No,Si,37,44,166
Ingeniería Civil,Construcción Civil,Manuel Scorza Torre,Huancavelica,INSTITUTO,PUBLICA,3,106 - 106,43,ND,No,Si,30,70,30
Ingeniería Civil,Construcción Civil,Ispp Bambamarca,Cajamarca,INSTITUTO,PUBLICA,3,240,71,ND,No,Si,25,35,25
Ingeniería Civil,Construcción Civil,Adolfo Vienrich,Junin,INSTITUTO,PUBLICA,3,330,68,ND,No,Si,40,59,98
Ingeniería Civil,Construcción Civil,Pampas-Tayacaja,Huancavelica,INSTITUTO,PUBLICA,3,50 - 60,44,ND,No,No,35,80,63
Ingeniería Civil,Construcción Civil,Suiza,Ucayali,INSTITUTO,PUBLICA,3,250,55,ND,No,No,39,71,216
Ingeniería Civil,Construcción Civil,Amazonas - Yurimaguas,Loreto,INSTITUTO,PUBLICA,3,360,42,ND,Si,Si,48,114,168
Ingeniería Civil,Construcción Civil,María Rosario Araoz Pinto,Lima,INSTITUTO,PUBLICA,3,420,82,ND,Si,Si,49,60,202
Ingeniería Civil,Construcción Civil,Nor Oriental De La Selva,San Martin,INSTITUTO,PUBLICA,3,370,75,ND,No,Si,30,40,149
Ingeniería Civil,Construcción Civil,Pedro P. Díaz,Arequipa,INSTITUTO,PUBLICA,3,160,31,ND,Si,Si,45,146,197
Ingeniería Civil,Construcción Civil,Chincha,Ica,INSTITUTO,PUBLICA,3,162,84,ND,No,Si,41,49,181
Ingeniería Civil,Construcción Civil,Felipe Huamán Poma De Ayala,Huanuco,INSTITUTO,PUBLICA,3,140,46,ND,No,Si,40,87,121
Ingeniería Civil,Construcción Civil,Virgen Del Carmen,Cusco,INSTITUTO,PUBLICA,3,50,86,ND,Si,No,24,28,24
Ingeniería Civil,Construcción Civil,César Augusto Guardia Mayorga,Ayacucho,INSTITUTO,PUBLICA,3,120,100,ND,No,Si,24,24,96
Ingeniería Civil,Construcción Civil,Regional Del Sur,Cusco,INSTITUTO,PRIVADA,3,1400,98,ND,No,Si,153,156,808
Ingeniería Civil,Construcción Civil,San Juan Bosco,La Libertad,INSTITUTO,PRIVADA,3,180,100,ND,No,No,19,19,118
Ingeniería Civil,Construcción Civil,Luis F. Agurto Olaya,Piura,INSTITUTO,PUBLICA,3,160,ND,ND,No,No,ND,ND,ND
Ingeniería Civil,Construcción Civil,Franklin Roosevelt,Junin,INSTITUTO,PRIVADA,3,1360,76,ND,Si,Si,19,25,19
Ingeniería Civil,Construcción Civil,Juana María Condesa,Arequipa,INSTITUTO,PRIVADA,3,200,ND,ND,No,Si,ND,ND,ND
